osm_id,code,fclass,name,Latitude,Longitude
5310778043,5601,railway_station,Tiruvalangadu,13° 05' 24.65"" N,079° 45' 49.56"" E
5310778044,5601,railway_station,Mosur,13° 05' 5.77"" N,079° 42' 44.05"" E
5310778045,5601,railway_station,Puliyamangalam,13° 05' 0.25"" N,079° 41' 5.93"" E
5310778046,5601,railway_station,Sholinghur,13° 00' 50.81"" N,079° 29' 12.34"" E
5310778047,5601,railway_station,Marudalam,12° 59' 47.93"" N,079° 23' 48.24"" E
5310778048,5601,railway_station,Kavanur,12° 56' 56.59"" N,078° 58' 11.21"" E
5310778049,5601,railway_station,Gudiyattam,12° 56' 14.27"" N,078° 54' 51.65"" E
5310778050,5601,railway_station,Melpatti,12° 51' 30.04"" N,078° 47' 42.67"" E
5310778051,5601,railway_station,Pachchakuppam,12° 49' 24.51"" N,078° 45' 29.66"" E
5311732434,5601,railway_station,Vinnamangalam,12° 43' 41.56"" N,078° 40' 43.0"" E
5311732450,5601,railway_station,Vaniyambadi,12° 40' 45.64"" N,078° 37' 21.89"" E
5311732451,5601,railway_station,Kettandapatti,12° 37' 31.01"" N,078° 34' 15.22"" E
5311732452,5601,railway_station,Jolarpettai Junction,12° 33' 50.37"" N,078° 34' 42.2"" E
5311732458,5601,railway_station,Tondiarpet,13° 07' 39.07"" N,080° 16' 54.93"" E
5311732459,5601,railway_station,Tiruvottiyur,13° 09' 31.11"" N,080° 17' 46.35"" E
5311732501,5601,railway_station,Wimco Nagar,13° 10' 46.86"" N,080° 18' 19.65"" E
5311732620,5601,railway_station,Attippattu,13° 15' 39.03"" N,080° 17' 22.73"" E
5311732623,5601,railway_station,Anuppambattu,13° 18' 15.09"" N,080° 13' 51.4"" E
5311732624,5601,railway_station,Ponneri,13° 19' 56.41"" N,080° 11' 55.98"" E
5311732625,5601,railway_station,Kavaraippettai,13° 21' 47.6"" N,080° 08' 51.46"" E
5311732626,5601,railway_station,Gummidipundi,13° 24' 35.37"" N,080° 07' 25.28"" E
5311732627,5601,railway_station,Arambakkam,13° 31' 59.05"" N,080° 04' 28.83"" E
5311755231,5601,railway_station,Chintadaripet,13° 04' 25.66"" N,080° 16' 25.9"" E
5311755232,5601,railway_station,Light House,13° 02' 43.93"" N,080° 16' 37.16"" E
5311755233,5601,railway_station,Mundakakanni Amman Koil,13° 02' 26.34"" N,080° 16' 11.57"" E
5311755234,5601,railway_station,Thirumayilai,13° 02' 7.43"" N,080° 16' 3.05"" E
5311755235,5601,railway_station,Mandaveli,13° 01' 41.14"" N,080° 15' 38.23"" E
5311755236,5601,railway_station,Greenways Road,13° 01' 17.7"" N,080° 15' 9.83"" E
5311755237,5601,railway_station,Kasturiba Nagar,13° 00' 19.38"" N,080° 14' 52.3"" E
5311755238,5601,railway_station,Indira Nagar,12° 59' 45.82"" N,080° 14' 58.98"" E
5311755239,5601,railway_station,Tiruvanmiyur,12° 59' 20.34"" N,080° 15' 5.71"" E
5311755240,5601,railway_station,Taramani,12° 58' 43.17"" N,080° 14' 29.92"" E
5311755241,5601,railway_station,Perungudi,12° 58' 33.81"" N,080° 13' 55.89"" E
5311755242,5601,railway_station,Velachery,12° 58' 3.43"" N,080° 13' 10.23"" E
5311755243,5601,railway_station,Puzhudivakkam,12° 58' 38.96"" N,080° 12' 18.01"" E
5311755244,5601,railway_station,Adambakkam,12° 58' 56.57"" N,080° 11' 48.8"" E
5311775876,5601,railway_station,Singaperumal Koil,12° 45' 42.92"" N,080° 00' 2.81"" E
5311775879,5601,railway_station,Vandalur,12° 53' 29.78"" N,080° 05' 5.91"" E
5311775880,5601,railway_station,Tambaram Sanatorium,12° 56' 13.05"" N,080° 07' 50.53"" E
5311775881,5601,railway_station,Nungambakkam,13° 03' 57.03"" N,080° 13' 58.22"" E
5315603263,5601,railway_station,Punggudi,10° 44' 50.21"" N,078° 37' 7.88"" E
5315603264,5601,railway_station,Kolatur,10° 42' 1.63"" N,078° 32' 49.91"" E
5315603266,5601,railway_station,Manaparai,10° 36' 26.42"" N,078° 25' 5.2"" E
5315603267,5601,railway_station,Chettiyapatti,10° 34' 21.19"" N,078° 21' 45.67"" E
5315603268,5601,railway_station,Vaiyampatti,10° 32' 36.17"" N,078° 18' 30.92"" E
5315603341,5601,railway_station,Kalpattichatram,10° 31' 10.95"" N,078° 14' 17.81"" E
5315603382,5601,railway_station,Ayyalur,10° 29' 11.0"" N,078° 09' 33.57"" E
5316869488,5601,railway_station,Vadamadura,10° 26' 12.45"" N,078° 06' 9.4"" E
5316869489,5601,railway_station,Tamaraipadi,10° 24' 2.58"" N,078° 02' 30.74"" E
5316871830,5601,railway_station,Dindigul Junction,10° 21' 10.05"" N,077° 59' 0.35"" E
5317197212,5601,railway_station,Pollachi Junction,10° 39' 11.7"" N,077° 00' 3.22"" E
5319202812,5601,railway_station,பரங்கிமலை,12° 59' 42.0"" N,080° 11' 54.9"" E
5319207378,5601,railway_station,ஈக்காட்டுத்தாங்கல்,13° 01' 0.92"" N,080° 12' 19.52"" E
5319972796,5601,railway_station,அசோக் நகர்,13° 02' 7.72"" N,080° 12' 39.99"" E
5319972798,5601,railway_station,வடபழநி,13° 03' 3.35"" N,080° 12' 43.44"" E
5319972799,5601,railway_station,அரும்பாக்கம்,13° 03' 42.03"" N,080° 12' 41.96"" E
5321248890,5601,railway_station,சென்னை புறநகர் பேருந்து நிலையம்,13° 04' 6.69"" N,080° 12' 14.27"" E
5321248896,5601,railway_station,கோயம்பேடு,13° 04' 24.42"" N,080° 11' 41.41"" E
5324862243,5601,railway_station,Sudiyur,09° 36' 1.74"" N,078° 29' 9.52"" E
5327443077,5601,railway_station,Coonoor,11° 20' 39.25"" N,076° 47' 28.65"" E
5329907482,5601,railway_station,Pachaiyappa's College,13° 04' 31.97"" N,080° 13' 58.27"" E
5329907487,5601,railway_station,Kilpauk,13° 04' 39.49"" N,080° 14' 33.43"" E
5329907490,5601,railway_station,Nehru Park,13° 04' 43.62"" N,080° 15' 1.7"" E
5329907499,5601,railway_station,Egmore Metro,13° 04' 49.01"" N,080° 15' 47.0"" E
5337407346,5601,railway_station,ஆயிரம் விளக்கு,13° 03' 30.66"" N,080° 15' 31.62"" E
5337407350,5601,railway_station,எல் ஐ சி,13° 03' 51.74"" N,080° 15' 57.05"" E
5337407354,5601,railway_station,அரசினர் தோட்டம்,13° 04' 10.68"" N,080° 16' 22.93"" E
5337658083,5601,railway_station,High Court,13° 05' 14.17"" N,080° 17' 5.94"" E
5337658088,5601,railway_station,Mannadi,13° 05' 43.61"" N,080° 17' 10.07"" E
5337658099,5601,railway_station,வண்ணாரப்பேட்டை,13° 06' 28.25"" N,080° 16' 51.42"" E
5338159666,5601,railway_station,Vellodu,10° 19' 9.38"" N,077° 57' 8.6"" E
5338159667,5601,railway_station,Kodaikkanal Road,10° 10' 43.31"" N,077° 54' 37.0"" E
5338159668,5601,railway_station,Vadippatti,10° 05' 10.22"" N,077° 56' 45.76"" E
5338159677,5601,railway_station,Karupatti,10° 03' 8.43"" N,077° 56' 42.61"" E
5338159678,5601,railway_station,Sholavandan,10° 01' 21.58"" N,077° 57' 55.41"" E
5338159679,5601,railway_station,Samayanallur,09° 58' 55.45"" N,078° 02' 0.98"" E
5338159684,5601,railway_station,Kudalnagar,09° 56' 48.2"" N,078° 06' 18.59"" E
5338756137,5601,railway_station,Tiruparankundram,09° 52' 44.73"" N,078° 03' 54.55"" E
5338756172,5601,railway_station,Tirumangalam,09° 49' 27.25"" N,077° 59' 24.14"" E
5338756173,5601,railway_station,Sivarakottai,09° 44' 23.54"" N,077° 59' 11.35"" E
5338756174,5601,railway_station,Kalligudi,09° 41' 44.43"" N,077° 58' 26.63"" E
5338756248,5601,railway_station,Sankaralingapuram,09° 31' 20.35"" N,077° 52' 48.02"" E
5338756288,5601,railway_station,Sivakasi,09° 27' 46.08"" N,077° 47' 20.76"" E
5338756364,5601,railway_station,Rajapalaiyam,09° 27' 7.98"" N,077° 33' 38.8"" E
5338756428,5601,railway_station,Sankarankovil,09° 10' 35.11"" N,077° 31' 36.25"" E
5338934710,5601,railway_station,Pambakovil Shandy,09° 07' 49.84"" N,077° 25' 50.32"" E
5338935516,5601,railway_station,Sengottai,08° 59' 14.14"" N,077° 14' 31.8"" E
5338935518,5601,railway_station,Bhagavathipuram,09° 01' 0.77"" N,077° 11' 48.38"" E
5349009456,5601,railway_station,Mukhasa Parur,11° 33' 58.26"" N,079° 14' 27.16"" E
5349009486,5601,railway_station,Pukkiravari,11° 38' 1.28"" N,078° 59' 10.7"" E
5349010077,5601,railway_station,Attur,11° 35' 42.81"" N,078° 35' 36.61"" E
5349010098,5601,railway_station,Peddanayakkanpalaiyam,11° 38' 51.58"" N,078° 30' 19.76"" E
5349010103,5601,railway_station,Ettapur Road,11° 39' 3.46"" N,078° 28' 6.1"" E
5349010114,5601,railway_station,Minnampalli,11° 40' 15.68"" N,078° 17' 6.95"" E
5349010118,5601,railway_station,Ayodhyapattanam,11° 40' 17.69"" N,078° 14' 3.14"" E
5349010119,5601,railway_station,Salem East,11° 39' 45.71"" N,078° 10' 34.2"" E
5349010252,5601,railway_station,Salem Town,11° 39' 36.19"" N,078° 09' 43.18"" E
5349249832,5601,railway_station,Salem Market,11° 39' 18.0"" N,078° 08' 38.1"" E
5349727055,5601,railway_station,Sattur,09° 21' 29.63"" N,077° 55' 18.38"" E
5349727077,5601,railway_station,Nalli,09° 16' 12.94"" N,077° 55' 22.23"" E
5349727102,5601,railway_station,Kovilpatti,09° 10' 57.43"" N,077° 52' 23.03"" E
5349727117,5601,railway_station,Kumarapuram,09° 06' 13.92"" N,077° 49' 52.54"" E
5349727238,5601,railway_station,Kadambur,09° 00' 4.16"" N,077° 51' 48.66"" E
5349727248,5601,railway_station,Vanchi Maniyachchi Junction,08° 52' 51.74"" N,077° 53' 28.96"" E
5349727249,5601,railway_station,Pandiyapuram,08° 51' 44.49"" N,077° 56' 20.63"" E
5349727251,5601,railway_station,Tattapparai,08° 49' 39.94"" N,078° 01' 23.51"" E
5349727264,5601,railway_station,Milavittan,08° 48' 41.92"" N,078° 05' 15.81"" E
5349727306,5601,railway_station,Tuticorin,08° 48' 21.58"" N,078° 09' 19.26"" E
5351186330,5601,railway_station,Gangaikondan,08° 49' 44.83"" N,077° 47' 3.32"" E
5351186331,5601,railway_station,Naraikkinar,08° 51' 44.74"" N,077° 50' 30.47"" E
5351186334,5601,railway_station,Talaiyuthu,08° 47' 3.32"" N,077° 43' 48.83"" E
5351690318,5601,railway_station,Tirunelveli Junction,08° 43' 52.4"" N,077° 42' 30.01"" E
5351690319,5601,railway_station,Tirunelveli Town,08° 43' 12.31"" N,077° 41' 12.68"" E
5351690322,5601,railway_station,Pettai,08° 43' 8.16"" N,077° 39' 13.34"" E
5351690360,5601,railway_station,Cheranmahadevi,08° 40' 45.55"" N,077° 33' 42.19"" E
5351690389,5601,railway_station,Kallidaikurichi,08° 40' 51.24"" N,077° 27' 54.39"" E
5351690398,5601,railway_station,Ambasamudram,08° 42' 29.71"" N,077° 26' 17.78"" E
5351690490,5601,railway_station,Kizhapuliyur,08° 57' 9.9"" N,077° 19' 22.47"" E
5351690494,5601,railway_station,Palayankottai,08° 42' 35.97"" N,077° 44' 12.06"" E
5351690505,5601,railway_station,Seydunganallur,08° 39' 47.1"" N,077° 49' 27.95"" E
5351690542,5601,railway_station,Thathankulam,08° 37' 47.57"" N,077° 50' 27.99"" E
5351690553,5601,railway_station,Srivaikuntam,08° 37' 21.85"" N,077° 54' 21.03"" E
5351824938,5601,railway_station,Nazareth,08° 33' 51.83"" N,077° 58' 32.98"" E
5351824965,5601,railway_station,Alwar Tirunagari,08° 36' 5.68"" N,077° 56' 33.9"" E
5351824967,5601,railway_station,Kachchanavilai,08° 34' 41.92"" N,078° 01' 14.22"" E
5351824969,5601,railway_station,Kurumbur,08° 35' 8.47"" N,078° 02' 21.95"" E
5351825019,5601,railway_station,Arumuganeri,08° 34' 46.01"" N,078° 05' 31.2"" E
5351826024,5601,railway_station,Kayalpattinam,08° 34' 4.03"" N,078° 06' 1.31"" E
5351826058,5601,railway_station,Akkaraipatti,10° 23' 59.38"" N,077° 55' 21.49"" E
5352513060,5601,railway_station,Oddanchatram,10° 29' 6.41"" N,077° 44' 45.62"" E
5352513093,5601,railway_station,Chatrappatti,10° 28' 39.14"" N,077° 39' 23.42"" E
5352514583,5601,railway_station,Pushpattur,10° 31' 29.61"" N,077° 25' 21.5"" E
5352514594,5601,railway_station,Maivadi Road,10° 33' 50.03"" N,077° 20' 4.39"" E
5352514608,5601,railway_station,Udumalaippettai,10° 34' 45.34"" N,077° 15' 1.43"" E
5352514734,5601,railway_station,Gomangalam,10° 36' 35.52"" N,077° 07' 57.76"" E
5352514780,5601,railway_station,Kovilpalaiyam,10° 44' 50.91"" N,077° 01' 5.29"" E
5352514781,5601,railway_station,Nallattipalaiyam,10° 47' 9.53"" N,077° 01' 16.48"" E
5352514786,5601,railway_station,Kinathukadavu,10° 49' 42.36"" N,077° 01' 31.61"" E
5352514797,5601,railway_station,Chettipalaiyam,10° 54' 58.66"" N,077° 02' 1.03"" E
5352514798,5601,railway_station,Podanur Junction,10° 57' 50.73"" N,076° 59' 19.32"" E
5353162191,5601,railway_station,Minatchipuram,10° 37' 53.64"" N,076° 52' 4.89"" E
5353573460,5601,railway_station,Madurai East,09° 54' 32.68"" N,078° 08' 4.36"" E
5353573468,5601,railway_station,Silaiman,09° 52' 3.04"" N,078° 12' 3.91"" E
5353573491,5601,railway_station,Tiruppuvanam,09° 49' 18.54"" N,078° 15' 34.17"" E
5353573522,5601,railway_station,Tiruppachetti,09° 46' 25.6"" N,078° 20' 40.74"" E
5353573539,5601,railway_station,Karumattur,09° 56' 26.35"" N,077° 56' 6.17"" E
5353573541,5601,railway_station,Usilampatti,09° 58' 15.28"" N,077° 47' 35.82"" E
5353573542,5601,railway_station,Andipatti,09° 59' 44.42"" N,077° 37' 27.47"" E
5353573544,5601,railway_station,Teni,10° 00' 51.47"" N,077° 28' 22.92"" E
5353573545,5601,railway_station,Bodinayakkanur,10° 01' 8.57"" N,077° 20' 45.79"" E
5353573546,5601,railway_station,Tirupattur,12° 29' 54.08"" N,078° 33' 42.54"" E
5585526150,5601,railway_station,Muttasaranallur,10° 51' 59.25"" N,078° 38' 54.37"" E
5614640588,5601,railway_station,Kagankarai,12° 24' 36.62"" N,078° 30' 30.67"" E
5614640589,5601,railway_station,Molakarampatti,12° 27' 20.7"" N,078° 32' 6.13"" E
5615288574,5601,railway_station,Samalpatti,12° 18' 39.34"" N,078° 28' 58.6"" E
5615288613,5601,railway_station,Dasampatti,12° 15' 7.19"" N,078° 26' 22.73"" E
5615288835,5601,railway_station,Doddampatti,12° 10' 52.68"" N,078° 25' 20.4"" E
5615288917,5601,railway_station,Morappur,12° 07' 33.26"" N,078° 23' 41.22"" E
5616004256,5601,railway_station,Buddireddippatti,12° 02' 46.71"" N,078° 18' 49.51"" E
5616004257,5601,railway_station,Bommidi,11° 59' 2.94"" N,078° 14' 45.47"" E
5616004263,5601,railway_station,Lokur,11° 55' 43.49"" N,078° 10' 28.86"" E
5956244327,5601,railway_station,Periyakottai,10° 07' 17.6"" N,078° 52' 23.06"" E
5991431168,5601,railway_station,Ingur,11° 13' 32.14"" N,077° 35' 14.5"" E
5992425075,5601,railway_station,Uttukuli,11° 09' 17.86"" N,077° 26' 44.25"" E
5992425165,5601,railway_station,Koolipalayam,11° 08' 39.03"" N,077° 23' 25.21"" E
6017178185,5601,railway_station,Karuvalli,11° 49' 51.66"" N,078° 01' 40.82"" E
6017330755,5601,railway_station,Sivadi,12° 02' 20.64"" N,078° 07' 5.8"" E
6017559309,5601,railway_station,Kelamangalam,12° 36' 55.67"" N,077° 51' 55.28"" E
6022434015,5601,railway_station,Mallur,11° 33' 14.84"" N,078° 08' 5.42"" E
6022434244,5601,railway_station,Kalangani,11° 19' 53.41"" N,078° 10' 33.7"" E
6024045850,5601,railway_station,Chavadipalaiyam,11° 15' 42.66"" N,077° 47' 27.34"" E
6024064942,5601,railway_station,Pasur,11° 14' 27.01"" N,077° 51' 18.46"" E
6024075942,5601,railway_station,Kodumudi,11° 04' 35.35"" N,077° 53' 10.62"" E
6024077335,5601,railway_station,Kolanalli,11° 10' 31.49"" N,077° 51' 38.2"" E
6024081184,5601,railway_station,Unjalur,11° 07' 46.57"" N,077° 52' 36.37"" E
6024091297,5601,railway_station,Noyal,11° 03' 37.31"" N,077° 55' 51.5"" E
6024112209,5601,railway_station,Murthipalayam,11° 01' 17.08"" N,078° 01' 21.47"" E
6024193345,5601,railway_station,Virarakkiyam,10° 56' 20.07"" N,078° 09' 58.05"" E
6025339763,5601,railway_station,Sithalavai,10° 57' 29.81"" N,078° 16' 26.59"" E
6025348098,5601,railway_station,Mahadanapuram,10° 57' 12.88"" N,078° 17' 58.35"" E
6025355809,5601,railway_station,Lalapet,10° 57' 5.38"" N,078° 20' 23.27"" E
6025360785,5601,railway_station,Timmachipuram,10° 57' 9.59"" N,078° 22' 21.06"" E
6026329110,5601,railway_station,Pettaivaytalai,10° 53' 55.89"" N,078° 29' 36.75"" E
6026340118,5601,railway_station,Perugamani,10° 53' 19.69"" N,078° 32' 51.07"" E
6026356091,5601,railway_station,Elamanur,10° 52' 46.81"" N,078° 34' 26.01"" E
6026414389,5601,railway_station,Velliyanai,10° 50' 25.6"" N,078° 06' 55.81"" E
6026460791,5601,railway_station,Vembur,10° 35' 40.31"" N,078° 04' 24.24"" E
6026468163,5601,railway_station,Eriodu,10° 30' 56.6"" N,078° 03' 24.32"" E
6026478555,5601,railway_station,Kulathur,10° 26' 5.29"" N,078° 00' 35.7"" E
6027050751,5601,railway_station,Kateri,11° 20' 7.47"" N,076° 47' 29.94"" E
6047867257,5601,railway_station,Dalapatisamudram,08° 25' 51.96"" N,077° 38' 17.72"" E
6047894114,5601,railway_station,Sengulam,08° 36' 24.46"" N,077° 40' 58.64"" E
6063945408,5601,railway_station,Somanayakkanpatti,12° 34' 30.11"" N,078° 32' 32.11"" E
6285857237,5601,railway_station,நங்கநல்லூர் சாலை,12° 59' 59.57"" N,080° 11' 38.44"" E
6285857239,5601,railway_station,மீனம்பாக்கம்,12° 59' 15.62"" N,080° 10' 35.32"" E
6285857241,5601,railway_station,சென்னை விமான நிலையம்,12° 58' 50.91"" N,080° 09' 51.13"" E
6285857242,5601,railway_station,தேனாம்பேட்டை,13° 02' 12.48"" N,080° 14' 47.11"" E
6285857243,5601,railway_station,நந்தனம்,13° 01' 54.15"" N,080° 14' 28.3"" E
6285857244,5601,railway_station,சைதாப்பேட்டை,13° 01' 26.27"" N,080° 13' 41.09"" E
6285857246,5601,railway_station,சின்னமலை,13° 00' 52.79"" N,080° 13' 27.0"" E
6285857248,5601,railway_station,கிண்டி,13° 00' 33.39"" N,080° 12' 47.1"" E
6285857249,5601,railway_station,ஏ ஜி டி.எம்.எஸ்,13° 02' 45.19"" N,080° 14' 53.82"" E
6285857253,5601,railway_station,Chennai Central,13° 04' 54.21"" N,080° 16' 26.1"" E
6460934200,5601,railway_station,Washermanpet,13° 06' 32.27"" N,080° 16' 55.23"" E
8430632406,5601,railway_station,தியாகராயா கல்லூரி,13° 06' 56.72"" N,080° 17' 5.08"" E
8430632416,5601,railway_station,தொண்டையார்பேட்டை,13° 07' 28.3"" N,080° 17' 19.88"" E
8430636713,5601,railway_station,விம்கோ நகர்,13° 10' 45.45"" N,080° 18' 26.44"" E
8430636714,5601,railway_station,திருவொற்றியூர்,13° 10' 18.49"" N,080° 18' 18.97"" E
8430636715,5601,railway_station,காலடிபேட்டை,13° 09' 2.4"" N,080° 17' 57.81"" E
8430636716,5601,railway_station,சுங்கச்சாவடி,13° 08' 35.28"" N,080° 17' 46.78"" E
8430636817,5601,railway_station,புது வண்ணாரப்பேட்டை,13° 08' 4.27"" N,080° 17' 34.8"" E
9580013601,5601,railway_station,திருவொற்றியூர் தேரடி,13° 09' 36.77"" N,080° 18' 8.81"" E
9857416360,5601,railway_station,விம்கோ நகர் டிப்போ,13° 11' 2.29"" N,080° 18' 32.38"" E
10252945311,5601,railway_station,Rameswaram,09° 16' 55.03"" N,079° 18' 32.42"" E
10308125813,5601,railway_station,Mecheri Road,11° 48' 17.5"" N,077° 55' 19.3"" E
10946079482,5601,railway_station,Railway station,11° 14' 33.84"" N,079° 43' 41.16"" E
11703420865,5601,railway_station,Thousand Lights Metro Rail Station - தௌசன்ட் லைட்ஸ் மெட்ரோ ர,13° 03' 28.57"" N,080° 15' 29.47"" E
11828181188,5601,railway_station,Railway Station,12° 33' 20.55"" N,078° 34' 37.79"" E
12281414286,5601,railway_station,Samalpatti,12° 18' 40.59"" N,078° 28' 58.24"" E
